operator,department,employee_profile,device_category,estimated_price_mad,budget_risk_score,risk_level,alert_flag,recommendation,real_price_range,real_price_label,predicted_price_range,predicted_price_label,prediction_confidence
Maroc Telecom,Commercial,Usage intensif,Premium,7000,92.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9022
inwi,Commercial,Usage standard,Haut de gamme,4500,64.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9893
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,37.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9686
Maroc Telecom,Finance,Usage standard,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9867
Maroc Telecom,Finance,Usage intensif,Entrée de gamme,1200,21.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,IT,Usage intensif,Haut de gamme,4500,62.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9787
inwi,Finance,Usage standard,Premium,7000,94.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
Maroc Telecom,Commercial,Usage basique,Premium,7000,96.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9968
Orange Maroc,Direction,Usage intensif,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
inwi,Support,Usage basique,Haut de gamme,4500,59.8,Moyen,0,Appareil conforme au besoin,2,Haut de gamme,2,Haut de gamme,0.9454
Orange Maroc,Support,Usage standard,Premium,7000,94.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9975
Orange Maroc,Support,Usage intensif,Milieu de gamme,2500,42.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9968
Maroc Telecom,Commercial,Usage intensif,Premium,7000,98.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,Finance,Usage intensif,Milieu de gamme,2500,40.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9566
inwi,Direction,Usage premium,Haut de gamme,4500,64.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9904
inwi,Commercial,Usage standard,Premium,7000,95.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Orange Maroc,Commercial,Usage intensif,Premium,7000,97.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9982
Maroc Telecom,IT,Usage intensif,Haut de gamme,4500,62.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9967
Maroc Telecom,RH,Usage basique,Haut de gamme,4500,63.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9692
Orange Maroc,Commercial,Usage basique,Haut de gamme,4500,63.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.973
inwi,Support,Usage standard,Premium,7000,93.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9932
inwi,Commercial,Usage standard,Milieu de gamme,2500,37.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9979
inwi,RH,Usage intensif,Milieu de gamme,2500,41.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.997
Orange Maroc,Direction,Usage intensif,Entrée de gamme,1200,25.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.978
Maroc Telecom,IT,Usage basique,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9837
Maroc Telecom,RH,Usage basique,Entrée de gamme,1200,20.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
inwi,IT,Usage premium,Haut de gamme,4500,60.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.947
Orange Maroc,Support,Usage basique,Haut de gamme,4500,65.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9897
Maroc Telecom,Direction,Usage standard,Haut de gamme,4500,60.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9647
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,68.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9917
Orange Maroc,Support,Usage standard,Milieu de gamme,2500,38.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9763
Maroc Telecom,Finance,Usage basique,Premium,7000,91.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9968
Maroc Telecom,Direction,Usage basique,Premium,7000,94.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
Orange Maroc,Support,Usage basique,Haut de gamme,4500,64.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.987
Orange Maroc,Support,Usage standard,Haut de gamme,4500,63.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9944
Orange Maroc,IT,Usage standard,Entrée de gamme,1200,22.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9992
Maroc Telecom,Direction,Usage basique,Haut de gamme,4500,68.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9698
Orange Maroc,Support,Usage intensif,Entrée de gamme,1200,20.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9973
Maroc Telecom,Finance,Usage intensif,Premium,7000,95.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,22.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.995
Orange Maroc,Finance,Usage standard,Milieu de gamme,2500,41.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9896
Orange Maroc,Support,Usage intensif,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9953
inwi,IT,Usage standard,Premium,7000,97.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Orange Maroc,Support,Usage standard,Entrée de gamme,1200,19.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Orange Maroc,Commercial,Usage intensif,Entrée de gamme,1200,18.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Maroc Telecom,IT,Usage premium,Premium,7000,95.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Maroc Telecom,Finance,Usage intensif,Haut de gamme,4500,65.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9965
Maroc Telecom,IT,Usage standard,Premium,7000,93.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9843
Maroc Telecom,Commercial,Usage intensif,Premium,7000,93.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9882
inwi,Finance,Usage standard,Premium,7000,95.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9902
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,62.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9914
inwi,Finance,Usage standard,Haut de gamme,4500,65.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9921
Orange Maroc,Finance,Usage basique,Premium,7000,92.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9618
inwi,Support,Usage intensif,Premium,7000,92.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9992
Orange Maroc,IT,Usage standard,Premium,7000,95.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
Orange Maroc,Direction,Usage standard,Entrée de gamme,1200,23.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9742
Orange Maroc,Support,Usage premium,Milieu de gamme,2500,43.4,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.985
Maroc Telecom,Commercial,Usage basique,Haut de gamme,4500,63.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9906
Orange Maroc,Commercial,Usage standard,Entrée de gamme,1200,23.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9983
Maroc Telecom,Support,Usage basique,Milieu de gamme,2500,38.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9908
Maroc Telecom,Finance,Usage intensif,Premium,7000,97.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9985
Orange Maroc,IT,Usage intensif,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9703
Maroc Telecom,Finance,Usage standard,Entrée de gamme,1200,24.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.981
inwi,Support,Usage intensif,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9816
inwi,IT,Usage standard,Haut de gamme,4500,60.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9802
inwi,Commercial,Usage intensif,Premium,7000,93.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9947
Maroc Telecom,Direction,Usage standard,Haut de gamme,4500,63.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9484
Maroc Telecom,Support,Usage standard,Premium,7000,98.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9994
inwi,Commercial,Usage premium,Premium,7000,95.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.997
Maroc Telecom,IT,Usage standard,Entrée de gamme,1200,17.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9993
inwi,Support,Usage basique,Milieu de gamme,2500,40.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9946
inwi,Commercial,Usage standard,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9855
inwi,IT,Usage premium,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9942
Maroc Telecom,IT,Usage standard,Haut de gamme,4500,64.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9976
Maroc Telecom,Direction,Usage basique,Haut de gamme,4500,63.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9782
inwi,Commercial,Usage standard,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.998
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,22.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9501
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,22.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9836
Orange Maroc,Commercial,Usage intensif,Haut de gamme,4500,64.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9764
inwi,Commercial,Usage premium,Entrée de gamme,1200,17.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Orange Maroc,RH,Usage standard,Milieu de gamme,2500,36.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9752
Orange Maroc,Finance,Usage standard,Entrée de gamme,1200,20.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9524
Maroc Telecom,RH,Usage standard,Premium,7000,94.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9944
Orange Maroc,Support,Usage basique,Milieu de gamme,2500,33.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9579
inwi,Commercial,Usage premium,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9884
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,21.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9992
Orange Maroc,RH,Usage standard,Entrée de gamme,1200,18.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
inwi,Commercial,Usage intensif,Premium,7000,95.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,38.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9717
Orange Maroc,Commercial,Usage intensif,Premium,7000,92.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.956
Orange Maroc,Support,Usage basique,Milieu de gamme,2500,38.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9926
Maroc Telecom,Finance,Usage intensif,Haut de gamme,4500,64.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9948
Maroc Telecom,Commercial,Usage premium,Milieu de gamme,2500,37.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9829
inwi,IT,Usage intensif,Entrée de gamme,1200,19.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9988
inwi,RH,Usage premium,Entrée de gamme,1200,21.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.997
inwi,Commercial,Usage basique,Premium,7000,90.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9852
inwi,Commercial,Usage standard,Milieu de gamme,2500,41.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9944
Orange Maroc,Direction,Usage intensif,Haut de gamme,4500,60.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9801
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,64.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.8354
inwi,Support,Usage standard,Premium,7000,97.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,40.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9965
Orange Maroc,Commercial,Usage basique,Entrée de gamme,1200,16.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
inwi,IT,Usage standard,Entrée de gamme,1200,17.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,Finance,Usage basique,Premium,7000,96.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9986
Maroc Telecom,RH,Usage intensif,Premium,7000,96.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Maroc Telecom,Commercial,Usage basique,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9531
Maroc Telecom,IT,Usage basique,Milieu de gamme,2500,38.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.966
Orange Maroc,IT,Usage standard,Haut de gamme,4500,66.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9946
Maroc Telecom,Finance,Usage standard,Milieu de gamme,2500,38.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9915
Orange Maroc,Direction,Usage premium,Premium,7000,88.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9738
Orange Maroc,RH,Usage standard,Premium,7000,96.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.999
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9935
Orange Maroc,Finance,Usage intensif,Milieu de gamme,2500,39.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9803
Maroc Telecom,Commercial,Usage standard,Premium,7000,98.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
Maroc Telecom,Finance,Usage basique,Premium,7000,97.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9976
inwi,Finance,Usage standard,Haut de gamme,4500,61.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9538
Maroc Telecom,Commercial,Usage premium,Premium,7000,91.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9858
Maroc Telecom,IT,Usage standard,Entrée de gamme,1200,18.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Orange Maroc,IT,Usage standard,Milieu de gamme,2500,39.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9837
inwi,Finance,Usage basique,Premium,7000,96.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9978
Maroc Telecom,IT,Usage basique,Milieu de gamme,2500,37.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.991
Orange Maroc,IT,Usage standard,Entrée de gamme,1200,20.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
Maroc Telecom,RH,Usage standard,Milieu de gamme,2500,40.8,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9823
Maroc Telecom,Support,Usage basique,Premium,7000,96.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9986
Orange Maroc,Commercial,Usage premium,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9987
Orange Maroc,Commercial,Usage intensif,Entrée de gamme,1200,20.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
Orange Maroc,Finance,Usage standard,Premium,7000,97.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
Orange Maroc,Direction,Usage intensif,Entrée de gamme,1200,19.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
inwi,RH,Usage basique,Milieu de gamme,2500,36.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9913
Orange Maroc,IT,Usage standard,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9666
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,68.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9926
